,Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
532,"VANDERPLANCKE, Mr Julius",1881.0,1912.0,31,Male,3rd Class Passenger,345763,£18.00,,Southampton,Farmer,LOST,,,Belgian,https://www.encyclopedia-titanica.org/titanic-victim/julius-vanderplancke.html
533,"WEIR, Colonel John",1850.0,1912.0,61,Male,1st Class Passenger,113800,£26             11s,,Southampton,Mining Engineer,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/john-weir.html
534,"PANULA, Master Eino Viljam",1911.0,1912.0,1,Male,3rd Class Passenger,3101295,£39             13s             9d,,Southampton,,LOST,,,"Finnish,American",https://www.encyclopedia-titanica.org/titanic-victim/eino-viljam-panula.html
535,"ANDERSEN-JENSEN, Miss Carla Christine Nielsine",1893.0,1980.0,19,Female,3rd Class Passenger,350046,£7             17s             1d,,Southampton,,SAVED,16,,Danish,https://www.encyclopedia-titanica.org/titanic-survivor/carla-jensen.html
536,"FORTUNE, Mr Mark",1847.0,1912.0,64,Male,1st Class Passenger,19950,£263.00,C23/25/27,Southampton,,LOST,,,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/mark-fortune.html
537,"SAWYER, Mr Frederick Charles",1888.0,1912.0,24,Male,3rd Class Passenger,342826,£8             1s,,Southampton,Gardener,LOST,,284.0,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-charles-sawyer.html
538,"KREKORIAN, Mr Neshan",1886.0,1978.0,25,Male,3rd Class Passenger,2654,£7             4s             7d,[F] E57,Cherbourg,General Labourer,SAVED,10,,"Armenian, Turkish",https://www.encyclopedia-titanica.org/titanic-survivor/neshan-krekorian.html
539,"SKOOG, Miss Mabel",1902.0,1912.0,9,Female,3rd Class Passenger,347088,£27             18s,,Southampton,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/mabel-skoog.html
540,"FORMAN, Mrs",,,,Female,1st Class Passenger Cross Channel Passenger,85,£3.00,,Southampton,,,,,,https://www.encyclopedia-titanica.org/titanic-biography/forman.html
541,"WEST, Miss Constance Miriam",1907.0,1963.0,4,Female,2nd Class Passenger,34651,£27             15s,,Southampton,,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/constance-mirium-west.html
542,"BROWN, Mr Thomas William Solomon",1851.0,1912.0,60,Male,2nd Class Passenger,29750,£39.00,,Southampton,Hotelier,LOST,,,South African,https://www.encyclopedia-titanica.org/titanic-victim/thomas-william-solomon-brown.html
543,"HAYS, Mrs Clara Jennings",1859.0,1955.0,52,Female,1st Class Passenger,12749,£93             10s,B69,Southampton,,SAVED,3,,American,https://www.encyclopedia-titanica.org/titanic-survivor/clara-jennings-hays.html
544,"REYNOLDS, Mr Harold",1891.0,1912.0,21,Male,3rd Class Passenger,342684,£8             1s,,Southampton,Baker,LOST,,327.0,English,https://www.encyclopedia-titanica.org/titanic-victim/harold-reynolds.html
545,"REEVES, Mr David",1875.0,1912.0,36,Male,2nd Class Passenger,17248,£10             10s,,Southampton,Carpenter / Joiner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/david-reeves.html
546,"BAUMANN, Mr John David",1864.0,1912.0,48,Male,1st Class Passenger,17318,£25             18s             6d,,Cherbourg,Businessman,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/john-d-baumann.html
547,"SKOOG, Master Harald",1906.0,1912.0,5,Male,3rd Class Passenger,347088,£27             18s,,Southampton,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/harald-skoog.html
548,"AL-ZA'INNī, Mr Fahīm Rūḥānā",1886.0,1927.0,25,Male,3rd Class Passenger,2620,£7             4s             6d,,Cherbourg,General Labourer,SAVED,6,,"Syrian,American",https://www.encyclopedia-titanica.org/titanic-survivor/fahim-philip-zenni-leeni.html
549,"LOUCH, Mrs Alice Adelaide",1869.0,1949.0,42,Female,2nd Class Passenger,3085,£26.00,,Southampton,,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/alice-adelaide-louch.html
550,"PEKONIEMI, Mr Edvard",1890.0,1912.0,21,Male,3rd Class Passenger,3101294,£7             18s             6d,,Southampton,General Labourer,LOST,,,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/edvard-pekoniemi.html
551,"GOLDSMITH, Mr Nathan",1871.0,1912.0,41,Male,3rd Class Passenger,3101263,£7             17s,,Southampton,Shoemaker,LOST,,,"Russian, American",https://www.encyclopedia-titanica.org/titanic-victim/nathan-goldsmith.html
552,"KRAEFF, Mr Theodor",,1912.0,,Male,3rd Class Passenger,349253,£7             17s             11d,,Cherbourg,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/theodor-kraeff.html
553,"SANDERSON, Mr Harold Arthur",1859.0,1932.0,52,Male,1st Class Passenger,,,,Belfast,Shipowner,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/harold-arthur-sanderson.html
554,"CHRISTMANN, Mr Emil",1883.0,1912.0,29,Male,3rd Class Passenger,343276,£8             1s,,Southampton,Clerk,LOST,,,German,https://www.encyclopedia-titanica.org/titanic-victim/emil-christmann.html
555,"HAYS, Miss Margaret Bechstein",1887.0,1956.0,24,Female,1st Class Passenger,11767,£83             3s             2d,C54,Cherbourg,,SAVED,7,,American,https://www.encyclopedia-titanica.org/titanic-survivor/margaret-bechstein-hays.html
556,"GILES, Mr Frederick Edward",1891.0,1912.0,20,Male,2nd Class Passenger,28134,£11             10s,,Southampton,Bus Driver,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-edward-giles.html
557,"PETERSEN, Mr Marius",1888.0,1912.0,24,Male,3rd Class Passenger,342441,£8             1s,,Southampton,Dairy Worker,LOST,,,Danish,https://www.encyclopedia-titanica.org/titanic-victim/marius-petersen.html
558,"STRöM, Mrs Elna Matilda",1882.0,1912.0,29,Female,3rd Class Passenger,347054,£10             9s             3d,G6,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/elna-matilda-strom.html
559,"OVIéS Y RODRíGUEZ, Mr Servando José Florentino",1876.0,1912.0,36,Male,1st Class Passenger,17562,£27             14s             5d,D43,Cherbourg,Merchant,LOST,,189.0,Spanish,https://www.encyclopedia-titanica.org/titanic-victim/servando-jose-florentino-ovies-y-rodriguez.html
560,"PANULA, Master Urho Abraham",1909.0,1912.0,2,Male,3rd Class Passenger,3101295,£39             13s             9d,,Southampton,,LOST,,,"Finnish,American",https://www.encyclopedia-titanica.org/titanic-victim/urho-abraham-panula.html
561,"JOHNSON, Mr William Cahoone",1892.0,1912.0,19,Male,3rd Class Passenger,370160,,,Southampton,Seaman,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/william-cahoone-johnson.html
562,"TROUTT, Miss Edwina Celia",1884.0,1984.0,27,Female,2nd Class Passenger,34218,£10             10s,E101,Southampton,,SAVED,16,,English,https://www.encyclopedia-titanica.org/titanic-survivor/edwina-troutt.html
563,"VAN IMPE, Miss Catharina",1901.0,1912.0,10,Female,3rd Class Passenger,345773,£24             3s,,Southampton,,LOST,,,Belgian,https://www.encyclopedia-titanica.org/titanic-victim/catharina-van-impe.html
564,"HOGEBOOM, Mrs Anna Louisa",1860.0,1947.0,51,Female,1st Class Passenger,13502,£77             19s             2d,D11,Cherbourg,Of Independent Means,SAVED,10,,American,https://www.encyclopedia-titanica.org/titanic-survivor/anna-hogeboom.html
565,"MACKAY, Mr George William",1892.0,1912.0,20,Male,3rd Class Passenger,42795,£7             11s,,Southampton,Footman,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/george-william-mackay.html
566,"WEST, Miss Barbara Joyce",1911.0,2007.0,10m,Female,2nd Class Passenger,34651,£27             15s,,Southampton,,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/barbara-joyce-west.html
567,"LEADER, Dr Alice May",1862.0,1944.0,49,Female,1st Class Passenger,17465,£25             18s             7d,D17,Southampton,Doctor,SAVED,8,,American,https://www.encyclopedia-titanica.org/titanic-survivor/alice-leader.html
568,"HART, Mr Henry",1882.0,1912.0,30,Male,3rd Class Passenger,394140,£6             17s             2d,,Queenstown,General Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/henry-hart.html
569,"DORKING, Mr Edward Arthur",1893.0,1954.0,18,Male,3rd Class Passenger,10482,£8             1s,,Southampton,Groom,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/edward-arthur-dorking.html
570,"SVENSSON, Mr Johan Cervin",1898.0,1981.0,14,Male,3rd Class Passenger,7538,£9             4s             6d,,Southampton,,SAVED,13,,Swedish,https://www.encyclopedia-titanica.org/titanic-survivor/johan-cervin-svensson.html
571,"BATEMAN, Revd Robert James",1859.0,1912.0,52,Male,2nd Class Passenger,1166,£12             10s             6d,,Southampton,Priest / Minister,LOST,,174.0,English,https://www.encyclopedia-titanica.org/titanic-victim/robert-james-bateman.html
572,"ELIAS, Mr Joseph jr.",1897.0,1912.0,15,Male,3rd Class Passenger,2690,£7             4s             7d,,Cherbourg,General Labourer,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/joseph-elias.html
573,"SMITH, Mr Richard William",1854.0,1912.0,57,Male,1st Class Passenger,113056,£26.00,A19,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/richard-william-smith.html
574,"ROSENBAUM, Miss Edith Louise",1879.0,1975.0,32,Female,1st Class Passenger,17613,£27             14s             5d,A11 ?,Cherbourg,Journalist,SAVED,11,,American,https://www.encyclopedia-titanica.org/titanic-survivor/edith-russell.html
575,"ROSS, Mr John Hugo",1875.0,1912.0,36,Male,1st Class Passenger,13049,£40             2s             6d,A10,Southampton,,LOST,,,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/john-hugo-ross.html
576,"BLANK, Mr Henry",1872.0,1949.0,39,Male,1st Class Passenger,112277,£31.00,A31,Cherbourg,Jeweller,SAVED,7,,American,https://www.encyclopedia-titanica.org/titanic-survivor/henry-blank.html
577,"CHEVRé, Mr Paul Romaine Marie Léonce",1866.0,1914.0,45,Male,1st Class Passenger,17594,£29             14s,A9,Cherbourg,Sculptor,SAVED,7,,Belgian,https://www.encyclopedia-titanica.org/titanic-survivor/paul-chevre.html
578,"KARUN, Mr Franz",1872.0,1934.0,39,Male,3rd Class Passenger,349256,£13             8s             4d,,Cherbourg,Hotelier,SAVED,15,,"Slovenian, Austrian",https://www.encyclopedia-titanica.org/titanic-survivor/franz-karun.html
579,"WIDENER, Mrs Eleanor",1861.0,1937.0,50,Female,1st Class Passenger,113503,£211             10s,C80,Southampton,,SAVED,4,,American,https://www.encyclopedia-titanica.org/titanic-survivor/eleanor-widener.html
580,"COUTTS, Master William Loch",1902.0,1957.0,9,Male,3rd Class Passenger,37671,£15             18s,,Southampton,,SAVED,2,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-coutts.html
581,"BRICOUX, Mr Roger Marie",1891.0,1912.0,20,Male,2nd Class Passenger Musician,250654,,E,Southampton,Musician,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/roger-bricoux.html
582,"TOBIN, Mr Roger",1891.0,1912.0,20,Male,3rd Class Passenger,383121,£7             15s,[F] 38,Queenstown,Farmer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/roger-tobin.html
583,"STRANDéN, Mr Juho Niilosson",1881.0,1943.0,30,Male,3rd Class Passenger,3101288,£7             18s             6d,,Southampton,,SAVED,15,,Finnish,https://www.encyclopedia-titanica.org/titanic-survivor/juho-niilosson-stranden.html
584,"GEORGIEV, Mr Stenyu",,1912.0,,Male,3rd Class Passenger,349254,£7             17s             11d,,Cherbourg,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/stanio-gheorgheff.html
585,"STOYTCHEFF, Mr Ilia",1893.0,1912.0,19,Male,3rd Class Passenger,349205,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/ilia-stoytcheff.html
586,"MALLET, Mr Albert Denis Pierre",1866.0,1912.0,45,Male,2nd Class Passenger,2079,£37                         1d,,Cherbourg,Merchant,LOST,,,"French, Canadian",https://www.encyclopedia-titanica.org/titanic-victim/albert-mallet.html
587,"MIHOFF, Mr Stoytcho",1884.0,1912.0,28,Male,3rd Class Passenger,349207,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/stoytcho-mihoff.html
588,"GIVARD, Mr Hans Kristensen",1884.0,1912.0,27,Male,2nd Class Passenger,250646,£13.00,,Southampton,,LOST,,305.0,Danish,https://www.encyclopedia-titanica.org/titanic-victim/hans-kristensen-givard.html
589,"PANULA, Mrs Maija Emelia Abrahamintytar",1870.0,1912.0,41,Female,3rd Class Passenger,3101295,£39             13s             9d,,Southampton,,LOST,,,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/maija-emelia-abrahamintytar-panula.html
590,"LOBB, Mrs Cordelia",1878.0,1912.0,34,Female,3rd Class Passenger,3336,£16             2s,,Southampton,,LOST,,55.0,"English,American",https://www.encyclopedia-titanica.org/titanic-victim/cordelia-lobb.html
591,"SIVOLA, Mr Antti Wilhelm",1891.0,1912.0,21,Male,3rd Class Passenger,3101280,£7             18s             6d,,Southampton,General Labourer,LOST,,,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/antti-wilhelm-sivola.html
592,"DINCHEV, Mr Vulcho",1869.0,1912.0,43,Male,3rd Class Passenger,349226,£7             17s             11d,,Southampton,,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/vulcho-dinchev.html
593,"LEMORE, Mrs Amelia",1873.0,1950.0,39,Female,2nd Class Passenger,34260,£10             10s,F33,Southampton,,SAVED,14,,English,https://www.encyclopedia-titanica.org/titanic-survivor/amelia-lemore.html
594,"WIDENER, Mr George Dunton",1861.0,1912.0,50,Male,1st Class Passenger,113503,£211             10s,C80,Southampton,Banker,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/george-dunton-widener.html
595,"HELLSTRöM, Miss Hilda Maria",1889.0,1962.0,22,Female,3rd Class Passenger,7548,£8             19s             3d,[D] O135,Southampton,,SAVED,C,,Swedish,https://www.encyclopedia-titanica.org/titanic-survivor/hilda-maria-hellstrom.html
596,"LAM, Mr Len",1889.0,1912.0,23,Male,3rd Class Passenger,1601,£56             9s             11d,,Southampton,Seaman,LOST,,,"Hong Kongese, Chinese",https://www.encyclopedia-titanica.org/titanic-victim/len-lam.html
597,"MALACHARD, Mr Jean-Noël",1886.0,1912.0,25,Male,2nd Class Passenger,237735,£15                         11d,D?,Cherbourg,,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/jean-noel-malachard.html
598,"GOODWIN, Master William Frederick",1898.0,1912.0,13,Male,3rd Class Passenger,2144,£46             18s,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-frederick-goodwin.html
599,"CRIBB, Miss Laura May",1895.0,1974.0,16,Female,3rd Class Passenger,371362,£16             2s,,Southampton,Shop Assistant,SAVED,12,,American,https://www.encyclopedia-titanica.org/titanic-survivor/laura-may-cribb.html
600,"FARDON, Mr Charles Richard",1866.0,1912.0,46,Male,3rd Class Passenger,3101314,£7             5s,,Southampton,Carpenter / Joiner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-franklin.html
601,"HOMER, Mr Harry Haven",1871.0,1939.0,40,Male,1st Class Passenger,111426,£26             11s,,Southampton,Gambler,SAVED,15,,American,https://www.encyclopedia-titanica.org/titanic-survivor/harry-homer.html
602,"LESTER, Mr James",1871.0,1912.0,41,Male,3rd Class Passenger,48871,£24             3s,,Southampton,Dipper,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-lester.html
603,"JERMYN, Miss Annie Jane",1885.0,,26,Female,3rd Class Passenger,14313,£7             15s,,Queenstown,,SAVED,D,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/annie-jane-jermyn.html
604,"MCCRAE, Mr Arthur Gordon",1880.0,1912.0,32,Male,2nd Class Passenger,237216,£13             10s,,Southampton,Engineer,LOST,,209.0,Australian,https://www.encyclopedia-titanica.org/titanic-victim/arthur-mccrae.html
605,"SANDSTRöM, Miss Beatrice Irene",1910.0,1995.0,1,Female,3rd Class Passenger,9549,£16             14s,G6,Southampton,,SAVED,13,,"Swedish,American",https://www.encyclopedia-titanica.org/titanic-survivor/beatrice-irene-sandstrom.html
606,"FOLEY, Mr Joseph",1893.0,1912.0,19,Male,3rd Class Passenger,330910,£7             17s             7d,,Queenstown,Farm Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/joseph-foley.html
607,"ROGERS, Mr William John",1882.0,1912.0,29,Male,3rd Class Passenger,23567,£8             1s,,Southampton,Miner,LOST,,,Welsh,https://www.encyclopedia-titanica.org/titanic-victim/william-john-rogers.html
608,"CARDEZA, Mr Thomas Drake Martinez",1875.0,1952.0,36,Male,1st Class Passenger,17755,£512             6s             7d,B51/53/55,Cherbourg,Gentleman,SAVED,3,,American,https://www.encyclopedia-titanica.org/titanic-survivor/thomas-cardeza.html
609,"RADEFF, Mr Alexander",1885.0,1912.0,27,Male,3rd Class Passenger,349223,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/alexander-radeff.html
610,"SIMONIUS-BLUMER, Mr Colonel (Oberst) Alfons",1855.0,1920.0,56,Male,1st Class Passenger,13213,£35             10s,A26,Southampton,Banker,SAVED,3,,Swiss,https://www.encyclopedia-titanica.org/titanic-survivor/alfons-simonius-blumer.html
611,"BOWERMAN, Miss Elsie Edith",1889.0,1973.0,22,Female,1st Class Passenger,113505,£55.00,E33,Southampton,,SAVED,6,,English,https://www.encyclopedia-titanica.org/titanic-survivor/elsie-edith-bowerman.html
612,"PERNOT, Mr René",1872.0,1912.0,39,Male,2nd Class Passenger Servant,2131,£15             1s,,Cherbourg,Chauffeur,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/rene-pernot.html
613,"KEANE, Mr Andrew",1889.0,1912.0,23,Male,3rd Class Passenger,12460,£7             15s,,Queenstown,Farm Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/andrew-andy-keane.html
614,"O'LEARY, Miss Hanora",1895.0,1975.0,16,Female,3rd Class Passenger,330919,£7             16s             7d,,Queenstown,,SAVED,13,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/hanora-nora-oleary.html
615,"ČULUMOVIć, Mr Jeso",1895.0,1912.0,17,Male,3rd Class Passenger,315090,£8             13s             3d,,Southampton,,LOST,,,Croatian,https://www.encyclopedia-titanica.org/titanic-victim/jeso-culumovic.html
616,"MCCOY, Miss Alice",1885.0,1959.0,26,Female,3rd Class Passenger,367226,£23             5s,,Queenstown,,SAVED,16,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/alice-mccoy.html
617,"WHITE, Mrs Ella Holmes",1856.0,1942.0,55,Female,1st Class Passenger,17760,£135             12s             8d,C32,Cherbourg,,SAVED,8,,American,https://www.encyclopedia-titanica.org/titanic-survivor/ella-white.html
618,"BJöRNSTRöM-STEFFANSSON, Mr Mauritz Håkan",1883.0,1962.0,28,Male,1st Class Passenger,110564,£26             11s,C52 ?,Southampton,Businessman,SAVED,D,,Swedish,https://www.encyclopedia-titanica.org/titanic-survivor/mauritz-hakan-bjornstrom-steffansson.html
619,"MEYER, Mr August",1880.0,1912.0,31,Male,2nd Class Passenger,248723,£13.00,,Southampton,Baker,LOST,,,"German, English",https://www.encyclopedia-titanica.org/titanic-victim/august-meyer.html
620,"SKOOG, Miss Margit Elizabeth",1910.0,1912.0,2,Female,3rd Class Passenger,347088,£27             18s,,Southampton,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/margit-elizabeth-skoog.html
621,"QUICK, Miss Winnifred Vera",1904.0,2002.0,8,Female,2nd Class Passenger,26360,£26.00,,Southampton,,SAVED,11,,"English, American",https://www.encyclopedia-titanica.org/titanic-survivor/winifred-vera-quick.html
622,"HOWARD, Miss May Elizabeth",1885.0,1958.0,26,Female,3rd Class Passenger,39186,£8             1s,,Southampton,Laundry Worker,SAVED,C,,English,https://www.encyclopedia-titanica.org/titanic-survivor/may-elizabeth-howard.html
623,"ASPLUND, Master Edvin Rojj Felix",1909.0,1983.0,3,Male,3rd Class Passenger,347077,£31             7s             9d,,Southampton,,SAVED,15,,"American, Swedish",https://www.encyclopedia-titanica.org/titanic-survivor/edvin-rojj-felix-asplund.html
624,"MäKINEN, Mr Kalle Edvard",1882.0,1912.0,29,Male,3rd Class Passenger,3101268,£7             18s             6d,,Southampton,General Labourer,LOST,,,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/kalle-edvard-makinen.html
625,"LAHTINEN, Rev. William",1876.0,1912.0,35,Male,2nd Class Passenger,250651,£26.00,,Southampton,Priest / Minister,LOST,,,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/william-lahtinen.html
626,"PåLSSON, Master Gösta Leonard",1910.0,1912.0,2,Male,3rd Class Passenger,349909,£21             1s             6d,,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/gosta-leonard-palsson.html
627,"JöNSSON, Mr Nils Hilding",1885.0,1912.0,27,Male,3rd Class Passenger,350408,£7             17s             1d,,Southampton,General Labourer,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/nils-hilding-jonsson.html
628,"MARKUN, Mr Johann",1879.0,1912.0,33,Male,3rd Class Passenger,349257,£7             17s             11d,,Cherbourg,General Labourer,LOST,,,Croatian,https://www.encyclopedia-titanica.org/titanic-victim/johann-markun.html
629,"BATOSHEV, Mr Hristo Lalev",1889.0,1912.0,23,Male,3rd Class Passenger,349217,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/hristo-lalev-batoshev.html
630,"MANNION, Miss Margaret",1883.0,1970.0,28,Female,3rd Class Passenger,36866,£7             14s             9d,,Queenstown,,SAVED,16,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/margaret-mannion.html
631,"MULLIN, Miss Mary",1893.0,1912.0,18,Female,3rd Class Passenger,370371,£15             10s,,Queenstown,,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/mary-lennon-mullin.html
632,"GUSTAFSSON, Mr Karl Gideon",1893.0,1912.0,19,Male,3rd Class Passenger,347069,£7             15s             6d,,Southampton,General Labourer,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/karl-gideon-gustafsson.html
633,"NEWELL, Miss Madeleine",1880.0,1969.0,31,Female,1st Class Passenger,35273,£113             5s             6d,D36,Cherbourg,,SAVED,6,,American,https://www.encyclopedia-titanica.org/titanic-survivor/madeleine-newell.html
634,"GOLDSCHMIDT, Mr George B.",1840.0,1912.0,71,Male,1st Class Passenger,17754,£34             13s             1d,A5,Cherbourg,Lawyer,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/george-goldschmidt.html
635,"FUTRELLE, Mrs Lily May",1876.0,1967.0,35,Female,1st Class Passenger,113803,£53             2s,C123 ?,Southampton,,SAVED,9,,American,https://www.encyclopedia-titanica.org/titanic-survivor/lily-may-futrelle.html
636,"DEL CARLO, Mr Sebastiano",1883.0,1912.0,29,Male,2nd Class Passenger,2167,£27             14s             5d,,Cherbourg,,LOST,,295.0,Italian,https://www.encyclopedia-titanica.org/titanic-victim/sebastiano-del-carlo.html
637,"MYHRMAN, Mr Pehr Fabian Oliver Malkolm",1893.0,1912.0,18,Male,3rd Class Passenger,347078,£7             15s,,Southampton,Clerk,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/pehr-fabian-oliver-malkolm-myhrman.html
638,"SILVEY, Mr William Baird",1861.0,1912.0,51,Male,1st Class Passenger,13507,£55             18s,E44,Cherbourg,Businessman,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/william-baird-silvey.html
639,"WATSON, Mr Ennis Hastings",1893.0,1912.0,18,Male,2nd Class Passenger H&W Guarantee Group,239856,,,Belfast,Apprentice Electrician,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/ennis-hastings-watson.html
640,"TOTEVSKI, Mr Hristo Danchev",1887.0,1912.0,25,Male,3rd Class Passenger,349203,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/hristo-danchev-totevski.html
641,"FRöLICHER-STEHLI, Mr Maximilian Josef",1851.0,1913.0,60,Male,1st Class Passenger,13567,£79             4s,B41,Cherbourg,,SAVED,5,,Swiss,https://www.encyclopedia-titanica.org/titanic-survivor/maximilian-frolicher-stehli.html
642,"HARPER, Miss Annie Jessie",1906.0,1986.0,6,Female,2nd Class Passenger,248727,£33.00,,Southampton,,SAVED,11,,Scottish,https://www.encyclopedia-titanica.org/titanic-survivor/nina-harper.html
643,"MCCAFFRY, Mr Thomas Francis",1866.0,1912.0,46,Male,1st Class Passenger,13050,£75             4s             10d,,Southampton,Banker,LOST,,292.0,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/thomas-francis-mccaffry.html
644,"DALY, Miss Margaret",1878.0,1939.0,33,Female,3rd Class Passenger,382650,£6             19s,,Queenstown,Seamstress,SAVED,15,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/maggie-daly.html
645,"FLEMING, Miss Margaret",1870.0,1941.0,42,Female,1st Class Passenger Servant,17421,£110             17s             8d,,Cherbourg,Personal Maid,SAVED,4,,American,https://www.encyclopedia-titanica.org/titanic-survivor/margaret-fleming.html
646,"GOODWIN, Mr Frederick Joseph",1870.0,1912.0,42,Male,3rd Class Passenger,2144,£46             18s,,Southampton,Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-joseph-goodwin.html
647,"HERMAN, Miss Kate",1887.0,1983.0,24,Female,2nd Class Passenger,220845,£65.00,,Southampton,,SAVED,9,,English,https://www.encyclopedia-titanica.org/titanic-survivor/kate-herman.html
648,"PAIN, Dr Alfred",1888.0,1912.0,23,Male,2nd Class Passenger,244278,£10             10s,,Southampton,Doctor,LOST,,,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/alfred-pain.html
649,"HOLD, Mrs Annie Margaret",1883.0,1960.0,29,Female,2nd Class Passenger,26707,£26.00,,Southampton,,SAVED,10,,English,https://www.encyclopedia-titanica.org/titanic-survivor/annie-margaret-hold.html
650,"BRAILEY, Mr William Theodore Ronald",1887.0,1912.0,24,Male,2nd Class Passenger Musician,250654,,E,Southampton,Musician,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/theodore-ronald-brailey.html
651,"RICE, Master Francis",1909.0,1912.0,2,Male,3rd Class Passenger,382652,£29             2s             6d,,Queenstown,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/francis-rice.html
652,"MARINKO, Mr Dmitri",1889.0,1912.0,23,Male,3rd Class Passenger,349238,£7             17s             11d,,Southampton,,LOST,,,"Macedonian, Austrian",https://www.encyclopedia-titanica.org/titanic-victim/dmitri-marinko.html
653,"OMONT, Mr Alfred Fernand",1882.0,1948.0,29,Male,1st Class Passenger,12998,£25             14s             10d,,Cherbourg,Dealer,SAVED,7,,French,https://www.encyclopedia-titanica.org/titanic-survivor/alfred-fernand-omont.html
654,"SALKJELSVIK, Miss Anna Kristine",1890.0,1977.0,21,Female,3rd Class Passenger,343120,£7             13s,,Southampton,,SAVED,C,,Norwegian,https://www.encyclopedia-titanica.org/titanic-survivor/anna-kristine-salkjelsvik.html
